,true_score,fake_score,true-fake
451,0.12261242,0.0062670372,0.116345376
452,0.010370941,0.010091275,0.00027966592
453,0.03576252,0.029268242,0.006494276
454,0.014230388,0.013022479,0.0012079095
455,0.010043467,0.009770143,0.00027332455
456,0.010043467,0.009770143,0.00027332455
457,0.009508931,0.006666189,0.002842742
458,0.11664047,0.06797056,0.048669912
459,0.009485858,0.006390375,0.0030954825
460,0.013778275,0.011793256,0.001985019
461,0.012054614,0.012314429,-0.00025981478
462,0.012054614,0.012314429,-0.00025981478
463,0.11517075,0.064933605,0.05023714
464,0.016036073,0.012319127,0.0037169456
465,0.025761466,0.029406255,-0.0036447886
466,0.009319717,0.009363094,-4.337728e-05
467,0.03075823,0.011819382,0.018938847
468,0.03075823,0.011819382,0.018938847
469,0.023841053,0.010226131,0.013614922
470,0.026774775,0.012675021,0.014099754
471,0.027116233,0.027429854,-0.000313621
472,0.011746942,0.011164846,0.00058209617
473,0.009113851,0.010052312,-0.00093846116
474,0.009113851,0.010052312,-0.00093846116
475,0.011305588,0.017057577,-0.005751989
476,0.06128975,0.02844046,0.03284929
477,0.024272436,0.019821076,0.0044513606
478,0.028127821,0.021018669,0.007109152
479,0.034714308,0.02437223,0.010342078
480,0.034714308,0.02437223,0.010342078
481,0.02017776,0.02288477,-0.0027070101
482,0.035185333,0.030183053,0.0050022807
483,0.034982864,0.027046736,0.0079361275
484,0.011799566,0.016181516,-0.004381949
485,0.010284891,0.010296241,-1.1350028e-05
486,0.010284891,0.010296241,-1.1350028e-05
487,0.013450902,0.013708932,-0.00025803037
488,0.035320137,0.029034095,0.006286042
489,0.016123088,0.018474964,-0.0023518763
490,0.021598324,0.01824506,0.0033532642
491,0.021194482,0.0142442845,0.0069501977
492,0.021194482,0.0142442845,0.0069501977
493,0.03154584,0.036411475,-0.004865635
494,0.018772697,0.022998072,-0.004225375
495,0.021695176,0.012040453,0.009654723
496,0.017680362,0.02048829,-0.0028079282
497,0.016079878,0.008512869,0.00756701
498,0.016079878,0.008512869,0.00756701
499,0.013658905,0.009873189,0.0037857164
500,0.029926617,0.011547117,0.0183795
501,0.01780837,0.0163681,0.0014402699
502,0.016908467,0.021971507,-0.00506304
503,0.0649135,0.053110685,0.011802811
504,0.0649135,0.053110685,0.011802811
505,0.035341103,0.015480646,0.019860458
506,0.025633238,0.0173274,0.008305838
507,0.021059986,0.017442562,0.0036174245
508,0.016798617,0.01694709,-0.00014847331
509,0.065894626,0.058847405,0.007047221
510,0.065894626,0.058847405,0.007047221
511,0.018839782,0.018930364,-9.0582296e-05
512,0.034732454,0.008780496,0.025951957
513,0.027590953,0.0318865,-0.0042955466
514,0.01405337,0.01335638,0.0006969897
515,0.06585322,0.054441314,0.011411909
516,0.06585322,0.054441314,0.011411909
517,0.0132519035,0.011395759,0.0018561445
518,0.017996918,0.015255217,0.002741701
519,0.03397286,0.045528866,-0.011556007
520,0.015873943,0.011239474,0.004634469
521,0.0346598,0.028296322,0.0063634776
522,0.0346598,0.028296322,0.0063634776
523,0.06139428,0.048745867,0.012648415
524,0.027817754,0.022590274,0.00522748
525,0.034258697,0.008629866,0.025628831
526,0.012231661,0.008112044,0.004119617
527,0.021462798,0.011540516,0.009922282
528,0.021462798,0.011540516,0.009922282
529,0.029019583,0.03398136,-0.0049617775
530,0.012158548,0.018943293,-0.0067847446
531,0.011140176,0.009163319,0.001976857
532,0.069917396,0.043944474,0.025972921
533,0.014612516,0.016535752,-0.0019232351
534,0.014612516,0.016535752,-0.0019232351
535,0.0340345,0.04676584,-0.01273134
536,0.010835561,0.016159447,-0.005323886
537,0.020657841,0.029840393,-0.009182552
538,0.11669552,0.07519197,0.041503556
539,0.014293654,0.011137107,0.0031565465
540,0.014293654,0.011137107,0.0031565465
541,0.020868516,0.009782631,0.011085885
542,0.035512373,0.041480284,-0.0059679113
543,0.01779887,0.026051374,-0.008252503
544,0.031671435,0.04148487,-0.009813435
545,0.01455713,0.012061117,0.0024960125
546,0.01455713,0.012061117,0.0024960125
547,0.016420938,0.01765434,-0.0012334026
548,0.009257952,0.009767917,-0.00050996523
549,0.038074758,0.019391187,0.018683571
550,0.018244311,0.01669577,0.0015485417
551,0.015139634,0.0108929975,0.0042466363
552,0.015139634,0.0108929975,0.0042466363
553,0.02804311,0.026149957,0.0018931534
554,0.022072751,0.01599283,0.0060799215
555,0.027132655,0.025108108,0.0020245463
556,0.015656034,0.018426979,-0.0027709454
557,0.018839782,0.018930364,-9.0582296e-05
558,0.018839782,0.018930364,-9.0582296e-05
559,0.01664727,0.014492905,0.0021543652
560,0.020971166,0.014645162,0.006326004
561,0.021149557,0.015341442,0.005808115
562,0.013961983,0.011097851,0.0028641317
563,0.020106977,0.020806707,-0.0006997306
564,0.020106977,0.020806707,-0.0006997306
565,0.036248587,0.03708392,-0.000835333
566,0.021506485,0.008937816,0.012568668
567,0.017425818,0.011701776,0.0057240427
568,0.028851071,0.02742881,0.0014222618
569,0.011438746,0.012230191,-0.0007914454
570,0.011438746,0.012230191,-0.0007914454
571,0.042374033,0.049426086,-0.0070520528
572,0.023591815,0.022948949,0.0006428659
573,0.017675363,0.0066022887,0.011073073
574,0.015044705,0.01842966,-0.0033849543
575,0.012235656,0.01333037,-0.0010947138
576,0.012235656,0.01333037,-0.0010947138
577,0.014581014,0.01335431,0.0012267046
578,0.010727415,0.009056403,0.0016710116
579,0.013557382,0.01018759,0.0033697924
580,0.035069138,0.041104764,-0.006035626
581,0.011037046,0.012436089,-0.001399043
582,0.011037046,0.012436089,-0.001399043
583,0.01834825,0.012145922,0.006202329
584,0.009316096,0.0068213814,0.0024947147
585,0.06313494,0.047142506,0.015992433
586,0.013881367,0.013147823,0.0007335441
587,0.036146402,0.019324766,0.016821636
588,0.036146402,0.019324766,0.016821636
589,0.02731592,0.0049881693,0.02232775
590,0.028602185,0.027806383,0.0007958021
591,0.066502735,0.05352447,0.012978263
592,0.017221507,0.012559622,0.004661885
593,0.021561168,0.02576748,-0.004206311
594,0.021561168,0.02576748,-0.004206311
595,0.06207316,0.06880823,-0.006735068
596,0.021779975,0.015232794,0.006547181
597,0.018050736,0.018837504,-0.0007867683
598,0.020920008,0.020328544,0.00059146434
599,0.00940325,0.007159161,0.0022440893
600,0.00940325,0.007159161,0.0022440893
601,0.11892157,0.07473151,0.044190064
602,0.02772179,0.033981998,-0.006260207
603,0.028331002,0.011410735,0.016920269
604,0.022200603,0.0107747745,0.011425829
605,0.029996488,0.023039283,0.006957205
606,0.029996488,0.023039283,0.006957205
607,0.019168302,0.018851658,0.0003166441
608,0.012250538,0.01598227,-0.0037317323
609,0.010146952,0.009386151,0.00076080114
610,0.014087366,0.012954339,0.0011330266
611,0.009942407,0.008020778,0.0019216286
612,0.009942407,0.008020778,0.0019216286
613,0.026479654,0.021105878,0.005373776
614,0.017141584,0.020469517,-0.0033279322
615,0.021035086,0.020024294,0.0010107923
616,0.11962708,0.0683069,0.05132018
617,0.11962708,0.0683069,0.05132018
618,0.016387194,0.019726904,-0.0033397097
619,0.012509648,0.015586958,-0.0030773105
620,0.032282084,0.044776075,-0.01249399
621,0.012555297,0.012459284,9.601377e-05
622,0.026044944,0.015710723,0.010334222
623,0.026044944,0.015710723,0.010334222
624,0.11209948,0.07022162,0.041877866
625,0.028908394,0.030052578,-0.0011441838
626,0.019565351,0.022255767,-0.0026904158
627,0.06333609,0.07554232,-0.012206234
628,0.009521264,0.010500553,-0.0009792894
629,0.009521264,0.010500553,-0.0009792894
630,0.0679045,0.035815764,0.032088738
631,0.018779712,0.01779222,0.0009874925
632,0.009459777,0.0055756657,0.003884111
633,0.016990954,0.015739486,0.0012514684
634,0.016990954,0.015739486,0.0012514684
635,0.032356344,0.017683135,0.014673209
636,0.021745875,0.014644715,0.0071011605
637,0.017031146,0.019117216,-0.0020860694
638,0.01331885,0.010897382,0.0024214676
639,0.018007236,0.0155521175,0.002455118
640,0.018007236,0.0155521175,0.002455118
641,0.009060088,0.00518181,0.0038782777
642,0.02150084,0.020605767,0.00089507364
643,0.020784777,0.01074869,0.010036087
644,0.016723178,0.019810209,-0.0030870307
645,0.021115165,0.016310342,0.0048048235
646,0.021115165,0.016310342,0.0048048235
647,0.009673705,0.006585592,0.0030881134
648,0.06403467,0.042873483,0.021161187
649,0.13053705,0.09328283,0.037254214
650,0.026563467,0.032929633,-0.0063661654
651,0.025923626,0.020021478,0.005902149
652,0.025923626,0.020021478,0.005902149
653,0.02158744,0.019023228,0.0025642123
654,0.018510219,0.01907363,-0.00056341104
655,0.01380924,0.008203875,0.005605365
656,0.013534168,0.010065151,0.0034690164
657,0.013534168,0.010065151,0.0034690164
658,0.030067537,0.028188635,0.0018789023
659,0.029455632,0.016419904,0.013035728
660,0.016119039,0.018280188,-0.002161149
661,0.11415363,0.06919502,0.044958614
662,0.06333691,0.07709422,-0.013757311
663,0.06333691,0.07709422,-0.013757311
664,0.031388212,0.011876533,0.01951168
